"","----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","",""
"","----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","",""
"Report (D30A190)", , ,"D30A190[00200]","D30A190[00300]"
"Line(03000)", , ,"6389040"
"Line(03100)", , ,"1648989"
"Line(03101)", , ,"7244380"
"Line(03102)", , ,"1939741"
"Line(04000)", , ,"15948"
"Line(04300)", , ,"1504810"
"Line(05000)", , ,"1307496"
"Line(05001)", , ,"923065"
"Line(05200)", , ,"1375799"
"Line(05300)", , ,"735834"
"Line(05301)", , ,"255756"
"Line(05400)", , ,"1232899"
"Line(05413)", , ,"453690"
"Line(05500)", , ,"153292"
"Line(05700)", , ,"285363"
"Line(05701)", , ,"232115"
"Line(05800)", , ,"152255"
"Line(05801)", , ,"139750"
"Line(05900)", , ,"52063"
"Line(06000)", , ,"3057504"
"Line(06005)", , ,"360811"
"Line(06006)", , ,"28928"
"Line(06016)", , ,"759163"
"Line(06300)", , ,"30391"
"Line(06400)", , ,"119"
"Line(06500)", , ,"1630081"
"Line(06501)", , ,"132"
"Line(06502)", , ,"1252857"
"Line(06600)", , ,"172143"
"Line(06602)", , ,"37356"
"Line(06700)", , ,"178477"
"Line(06702)", , ,"59155"
"Line(06800)", , ,"13494"
"Line(06802)", , ,"32895"
"Line(06803)", , ,"11461"
"Line(06900)", , ,"86593"
"Line(06901)", , ,"11638"
"Line(07000)", , ,"489418"
"Line(07100)", , ,"4895763"
"Line(07300)", , ,"6558729"
"Line(07400)", , ,"50357"
"Line(09000)", , ,"386633"
"Line(09001)", , ,"864"
"Line(09002)", , ,"394"
"Line(09003)", , ,"283"
"Line(09004)", , ,"1447"
"Line(09005)", , ,"118"
"Line(09006)", , ,"38"
"Line(09007)", , ,"37"
"Line(09008)", , ,"923"
"Line(09009)", , ,"63"
"Line(09010)", , ,"74"
"Line(09011)", , ,"778"
"Line(09012)", , ,"19"
"Line(09013)", , ,"69"
"Line(09014)", , ,"280"
"Line(09015)", , ,"74"
"Line(09016)", , ,"103"
"Line(09017)", , ,"1008"
"Line(09018)", , ,"138"
"Line(09020)", , ,"8980"
"Line(09100)", , ,"677376"
"Line(09101)", , ,"383615"